running_id,issues,การเดินทาง,กีดขวาง,คนจรจัด,คลอง,ความปลอดภัย,ความสะอาด,จราจร,ต้นไม้,ถนน,ทางเท้า,ท่อระบายน้ำ,น้ำท่วม,ป้าย,ป้ายจราจร,ร้องเรียน,สอบถาม,สะพาน,สัตว์จรจัด,สายไฟ,ห้องน้ำ,เสนอแนะ,เสียงรบกวน,แสงสว่าง
3590,อดีตอาคารแกรนด์ไอที มีเศษสังกะสีปลิวตกลงมา เวลามีลมแรงๆ อันตรายมากที่จะเจาะทะลุผู้คนแถวนั้น,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3591,จบงานไม่เรียบร้อย คนเดินสะดุด ล้มอันตราย แก้ไขด่วน,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3592,สภาพทางเท้าบนสะพานลอยเชิ่อมจากราชประสงค์ มาแยกอังรีดูนังต์ มีกลุ่มขอทานวัยชราจำนวนมาก ขอเบี้ยจากนักท่องเที่ยว แม้ว่าไม่ได้สร้างความรำคาญเดือดร้อน แต่ควรมีการดูแลผู้ชราเหล่านี้ และไม่ให้ตกเป็นเครื่องมือของมิชฉาชีพ ที่อาจมีพนักงานของรัฐหรือกทม เข้าไปมีส่วนรู้เห็น เนื่องจากมาทุกวัน,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3593,ไฟฟ้าส่องสว่ง ริมถนนพหลโยธิน กลางวันไม่ดับ ทำให้เปลืองไฟฟ้าโดยเปล่าประโยชน์,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3594,กราบเรียนถึงท่านอาจารย์ เรื่องที่ผมเคยพบอาจารย์ ที่วัดพระเชตุพน (วัดโพธิ์ท่าเตีบน)ที่ได้บอกว่าปัจจุบันนี้มีพวกมาเฟียแท็กซี่ และรถสามล้อตุ๊กๆ มาจอดรอบพื้นที่วัด เพื่อมาชักชวนและหลอกชาวต่างชาติ ว่าวัดปิดทำการซ่อมแซมบ้าง,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3595,ไม่มีหน่วยงานเข้ามาแก้ปัญหาการสูบบุหรี่หน้าอพาร์ทเมนท์ เฮือนเฮา (รัชดา ซอย 7) ซึ่งมีผู้อยู่อาศัยจำนวนมาก และมีผู้มีอาการสำลักควันอย่างหนักเพิ่มขึ้นทุกชั่วโมง หน่วยงานที่เกี่ยวข้องควรเข้ามาดำเนินการโดยด่วน ก่อนจะมีผู้เสียชีวิตเพราะการก่ออาชญากรรมของคนในสังคมไม่กี่คน,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3596,"แมวหนีจากการกัดกับหมา ขึ้นไปบนต้นไม้ สูง 3-5 เมตร ซึ่งอยู่ในรั้วบ้าน เลขที่ 59/21 ในหมู่บ้านศุภาลัยออร์คิดปาร์ค ตั้งแต่เมื่อวาน
 
 ตอนแรกแอบคาดว่าแมวจะหนีไปได้ตอนกลางคืน แต่จนป่านนี้ยังอยู่ที่เดิม",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3598,"1. ปัญหา สายสื่อสารในซอยพัฒนาการ 65 พันกันวุ่นวาย
 
 2.ส่งภาพประกอบ
 
 3.ซอยพัฒนาการ 65
 
 4.รับการเเเจ้งเตือนค่ะ
 
 ขอบคุณ มากๆนะคะ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3599,พื้นถนนแตกจนเห็นท่อน้ำด้านล่าง และชอบมีสัตว์จากท่อขึ้นมา เช่นตัวเงินตัวทอง,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3600,ฝาท่อไม่เสมอถนน ทำให้กระโดด ควรทำให้เรียบเสมอพื้น (ใต้สะพานรถไฟติดแม่น้ำ),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3601,"แจ้งไฟส่องถนน ไม่ดับมานานมากครับ
 
 บริเวณปากซอย ถนน คู้บอน ระหว่าง ซอย 17-19 จะดับ 2 ต้น",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3602,รถจอดกีดขวางถนน เวลาช่วงเช้า (8 โมงเช้า) ของวัน จันทร์ - ศุกร์,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3603,"ถนนข้ามแยกประชานุกูล ผิวถนนถูกรื้อออกเตรียมทำใหม่ แต่ระยะเวลา 2 เดือนแล้วครับ ลำบากใยจากเดินทางโดยเฉพาะรถจักรยานยนต์ครับ 
 ขอบคุณมากครับ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3604,ฟุตบาททางเท้าไม่เรียบ เป็นคลื่นๆ ซึ่งบริเวณดังกล่าวมีผู้คนที่ต้องใช้ฟุตบาทบริเวณนี้เป็นจำนวนมาก เนื่องจากอยู่ใกล้แหล่งชุมชน และป้ายรถโดยสารสาธารณะ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3605,อุโทงทางลอด ถนนโลคอลโรด ไปสถานีบางซื่อ ทำไมยังเปิดใช้งานไม่ได้ สร้างเสร็จเป็นปีแล้ว,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3606,"อยากแจ้งเรื่องปัญหา ทางเท้า แยก ณระนอง สุนทรโกษา ระหว่าง ร้านเล่าซามาทาง ต.รุ่งโรจน์ แทบจะไม่มีพื้นที่ทางเท้าให้เดิน บางทีเดินตกทางเท้า บางที เดินบนถนน เสี่ยงรถมากค่ะ เพราะต้องเดินไปกลับใช้เส้นทางนี้ส่งลูกไปเรียนทุกวัน
 
 เขตคลองเตย พื้นที่ดูแล สก คุณต่าย สุชัย 
 
 อยากเรียกคืนทางเท้าเพื่อความปลอดภัยค่ะ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3607,ฟุตบาททางเท้าบริเวณปากซอยบางนา - ตราด ชำรุดพื้นผิวไม่เรียบครับ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3608,ซอยพหลโยธิน67/1ด้านถนน1ด้านมีการจอดถนนตลอดเวลา ซึ่งทำให้การจราจรติดขัด เช้าเย็น ประชาชนที่ต้องเดินออกมาปากซอยไม่สามารถเดินได้ต้องคอยหลบรถ บางวันมีเหตุฉุกเฉินรถเข้าออกลำบากไม่สามารถสวนทางกันได้,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3609,ห้องน้ำสาธารณะในสวนพฤกษชาติ คลองจั่นบางกะปิมีการเรียกเก็บเงินค่าบริการ ถือเป็นเหตุทุจริต!?!?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3610,เรื่อง คอนโดทำรั้วไม่เหลือฟุตบาท ทำให้เวลารถมา หลบไม่ได้เลย อันตรายกับคนในชุมชน ภาพอดีตเมื่อครั้งยังมีฟุตบาทให้หลบรถ,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3612,แจ้งฝาตะแกรงนางระบายน้ำทีาจอดรถใต้อาคาร กทม. 2 มองถายนอกกูปกติ พอขับผ่าน ฝาตะแกรงกระดกบาดยางแตก ไม่มีใครรับผิดชอบ ผู้เสียหายต้องรับผิดชอบเอง ทั้งๆที่เป็นความบกพร่องขิงหน่วยงานที่ดูแล ทราบมาว่าเกิดเหตุหลายครั้งแล้ว แต่ก็ยังไม่มีการแก้ไข ทำให้เกิดเหตุซ้ำอีก,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3613,ป้ายจราจร แกว่งไปมาเวลามีลม มีเสียงดัง กลัวว่าถ้าลมแรงกว่านี้ป้ายอาจจะหล่นลงมาได้ครับ,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3614,ไฟฟ้าส่องสว่าง เขตสายไหม จตุโชติ 6 ครับ ปากซอยมืด อันตรายมีรถเข้าออกบ่อย,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3617,แจ้งปัญหาบริษัทรถพ่วง และซ่อมรถพ่วงรายเดิม ยังคงจอดรถขวางถนนไว้เหมือนเดิมไม่มีอะไรเปลี่ยนแปลง เอกชัย 131 แขวงบางบอนใต้เขตบางบอน กรุงเทพ อยู่ในเขตบางบอบ สน.แสมดำ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3618,มีแม่ค้ามาขายของอยู่หน้าโครงการ คิวเฮ้าส์คอนโดสุขุมวิท 79 บดบังทัศนีย์ภาพ และทิ้งขยะเข้ามาในบริเวณต้นไม้ของพื้นที่โครงการ (สกปรก),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3620,อยากให้ทำความสะอาดเช็ดตรวจสอบบริเวณคลองค่ะ พบงูเหลือมกินแมวค่อนข้างบ่อยโรยผงกำมะถันไว้มันก็กลับมาอีกคาดว่ามาตามท่อค่ะ,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3621,ตะแกรงดักขยะหักเกิน 50% ใช้งานไม่ได้ ควรเปลี่ยนใหม่ ด่วนๆ บริเวณซอยข้างนิสสัน,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3622,รถจักรยานยนต์ขับย้อนศร อันตรายมาก บ่อยครั้งที่เกิดอุบัติเหตุ,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3623,ประมาณสามอาทิตย์ที่แล้วไฟไหม้สายไฟไปแล้วรอบนึงดีที่ชาวบ้่นช่วยกันแก้ทัน,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3624,ควรปิดฝาแท่นปูน คนเดินสะดุดล้ม อันตราย บริเวณแยกเจริญราษฏ์,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3625,ไม่มีตะแกรงดักขยะ แก้ไขให้หน่อยครับ บริเวณแยกเจริญราษฏ์,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3626,ถนนเป็นหลุมใหญ่ น้ำขัง บริเวณซอยสะแกงาม 12 เลียบทางด่วน ทำให้ช่องถนนหายไป 1 เลน,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3627,"เรื่อง…แจ้งให้ย้ายศูนย์การเรียนรู้การจัดการขยะมูลฝอยเพราะตั้งอยู่ในจุดที่ไม่เหมาะสม
 
 เนื่องจากบริเวณริมถนนฉลองกรุงข้างสะพานฉลองกรุง3 ซึ่งเป็นพท.ของเขตหนองจอก ทางเขตได้เขียนว่าเป็นศูนย์การเรียนรู้การจัดการมูลฝอยจริงๆแล้วมันเหมือนเป็นจุดทิ้งขยะดีๆนี้เอง สกปรกและแลดูไม่สวยงามเป็นอย่างมากสถานที่ตรงนี้เป็นจุดที่อยู่ติดกับถนนฉลองกรุงเลย อยากให้ผู้ที่มีส่วนรับผิดชอบช่วยย้ายจุดทิ้งขยะนี้ไปยังจุดที่เหมาะสมด้วยค่ะ
 
 วันที่แจ้งเรื่อง…12/07/65",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3628,ขอแจ้งเรื่องในการซ่อมถนน เปลี่ยนท่อน้ำของทาง ประปา เนื่องจากเลยกำหนดเวลามาค่อนข้างนานพอสมควร และทำให้การจราจรติดขัด และเป็นปัญหาอย่างมาก ขอให้ช่วยประสานให้แล้วเสร็จด้วยขอบคุณคับ,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3629,อยากให้เอาสายไฟลงครับ และตรงสี่แยกใหญ่ไม่มีไฟถนน เดินทางไปมามืดมากบสกกับมีแว้นและรถใหญ่เดินทางตลอดเวลาคับ อันตรายมาก,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
3630,มีบุคคลอ้างเป็นพนักงานเก็บขยะ มาขอค่าเก็บขยะ เป็นประจำ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3631,"ขอแจ้งเรื่องรถติดและอันตรายต่อการสัญจร
 มีรถจอดบนไหล่ทางที่ห้ามจอด ทำให้รถติดและอันตรายต่อรถที่สัญจรไปมา โดยที่รถที่มาจอดจะมาจอดทานอาหารช่วงเวลาตั้งแต่ 10 น ถึง 15 น บนไหล่ทางทำให้รถติดมากเพราะเวลาทคนจอดรถ เสียพื้นที่จราจร และการลงจากรถก็ทำให้เกิดอุบัติเหตุได้ง่าย 
 ปัญหานี้เกิดขึ้นที่ถ.ประเสริฐมนูกิจ ระหว่างตอม่อที่ 90 ถึง 105 จะมีร้านอาหารหลายร้าน
 รบกวนช่วยแก้ปัญหาด้วยครับ",0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3632,การมารับบริการด้านสาธารณสุข ที่ รพ.ผู้สูงอายุบางขุนเทียน ล่าช้ามากครับ คนนั่งรอจนล้น สถานที่ใหญ่โต ไม่ช่วยอะไรเลย อยากโทษกระทรวงสาธารณสุข แต่รู้ว่า รมต ไม่ทำอะไรเป็นชิ้นเป็นอัน จึงข้อแจ้ง ผู้ว่า กทม ช่วยด้วยครับ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3633,โถฉี่ ห้องน้ำชาย 4 โถ ติดกันเลยมากและ ไม่มีอะไรกัน สรุปคนเข้าไม่กล้าเข้าต้องยืนคอย กัน,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3634,"เสาไฟฟ้าเอียง และ สายไฟฟ้า ห้อยต่ำ รถใหญ่มีความเสี่ยงที่จะเกี่ยวสายไฟ 
 ซอย สุขุมวิท 62 หน้า โรงเรียน พระโขนงพทยาลัย",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3635,"เสาตั้งขวาง ทางเท้า
 บริเวณที่จะเลี้ยวขวา
 จากตึกฟอร์จูน ถนนอโศก-ดินแดง จากแยกพระราม9 ไปอนุสาวรีชัยสมรภูมิ",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3636,1.ขายของบนฟุตบาทใกล้ป้ายรถเมล์ ขึ้นลงรถเมล์ลำบากหน้าตึก ones ใต้รถไฟฟ้านานา,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3637,ร้องเรียนมาเป็นครั้งที่ 5 พบรถจอดในที่ห้ามจอดปากซอยนราธิวาสราชนครินทร์ 24 ช่วงเย็นหน้าร้านเต๋อแซบเว้ย ไม่ทราบว่าทำไมเจ้าหน้าที่สน.บางโพงพางไม่ดำเนินการเรื่องนี้ซักทีทั้งๆที่บริเวณดังกล่าวมีป้ายห้ามจอดตลอดเวลา จะเอาป้ายห้ามจอดออกหรือจะดำเนินการเรื่องนี้ คนขับรถเดือดร้อน,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3638,ขอให้ซ่อมหรือสร้างใหม่ สะพานข้ามคลองพิทยาลงกรณ์สาย1 เนื่องจากสะพานสร้างมาแล้ว 50 ปี เกิดการชำรุดมาหลายรอบ กลัวผู้สัญจรจะได้รับอันตราย จึงขอความกรุณาด้วยครับ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3639,เคยมีเจ้าหน้าโยธาเขตบางกะปิมาล้อมสังกะสีรอบพื้นที่(คิดว่าน่าจะติดต่อกับเจ้าของที่ดินได้) หลังจากนั้นมีคนจรจัดเลาะสังกะสีไปขาย ช่วยเร่งดำเนินการได้มั้ยคะ ตอนนี้มีคนจรจัดเริ่มเอาขยะไปเทเลือกขวดพลาสติกไปขาย มีการจุดไฟเผาขยะ กลัวเกิดเหตุเพลิงไหม้ค่ะ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3640,"จากร้องเรียน เลขที่ 2022-DK889P เมื่อ 4-7-2565
  ยังมีปัญหาเหมือนเดิม แทนที่จะแก้ไขปัญหาให้ถูกจุด ถูกต้อง ถูกหลักการ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3641,"ติดตามเรื่องขอให้ตัดต้นไม้ซอยอ่อนนุช 66แยก1-2
 เลขที่ 2022-cw8tdy ยังไม่มีหน่วยงานใดมาดำเนินการ ช่วยติดตามเรื่องให้ด้วย",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3642,ป้ายรถเมล์ใหม่ที่เพิ่งย้ายมา ใกล้กับที่กลับรถ อาจก่อให้เกิดอุบัติเหตุได้ง่าย และทำให้การจราจรติดขัด ควรย้ายหรือยกเลิกป้ายรถเมล์ หรือปิดถาวรจุดกลับรถ/เลี้ยวเข้าซอยราชครู,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3643,ทางเท้ามีคราบน้ำจากขยะ สกปรกมาก หน้าร้าน KOBE STEAKHOUSE,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3644,ถนนริมทางรถไฟ หลังสถานีกลางฯ สร้างเสร็จนานแล้ว เมื่อไหร่จะเปิดให้ใช้เส้นทางครับ ขอบคุณครับ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3645,1.ไฟกดข้ามทาง ไม่ติด ติดเป็นบางครั้ง (ปุ่มกดข้ามฝั่ง) ติดดับๆ คนข้ามถนนข้ามยาก รถเยอะ (เวลาคนไข้เดินข้ามเดินข้าม),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3646,ทำไมทางโล่ง ๆ ตรงนี้ถึงไม่ยอมสร้างลิฟต์กับทางสำหรับรถเข็นไว้ให้ประชาชนใช้ ทำไมต้องนำลิฟต์กับทางสำหรับรถเข็นไปไว้ในที่แคบและเปลี่ยว สะพานลอยก็ไม่ยอมสร้างเชื่อมต่อกันทั้งสี่แยก เหมือนมีคนจงใจทำให้ประชาชนใช้ชีวิตอย่างยากลำบากเลยนะ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3647,มีเสาตั้งขวางทางเท้าค่ะ ทำให้ทางเท้าแคบเดินไม่สะดวก เข้าใจไหมคะ,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3648,เเจ้งปัญหา มีรถจอดกลางถนนหทัยราษฏร์ บริเวร หน้าถนนหทัยราษฎร์ 6 ทุกช่วงเย็น ทำให้เสี่ยงเกิดอุบัติเหตุบ่อยครั้ง บดบังการมองรถ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3649,ทำไมถนนแยกไฟฉายถึงได้มีแต่แบริเออร์มาตั้งไว้ ตั้งไม่เป็นระเบียบเลย กันอุบัติเหตุได้จริงหรือเปล่าก็ไม่รู้ ควรให้ผู้เกี่ยวข้องลงมาช่วยออกแบบเกาะกลางถนนให้สวยงามและปลอดภัยกว่านี้ไหม,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3650,1 ถนนไม่เรียบ เบรคหน้าจะทิ้มเอา เป็นอัตรายกับปชช สันจร~,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3651,แยกไฟฉายทำไมถึงไม่ทำสะพานลอยและทางม้าลายเชื่อมต่อกันทั้งสี่แยก ทำไมต้องมีสะพานลอยหลายอัน แล้วทำไมแยกศิริราชก็เป็นสี่แยกเหมือนกันถึงสามารถทำสะพานลอยและทางม้าลายเชื่อมกันทั้งสี่แยกได้ แยกไฟฉายที่ไม่ทำสะพานเชื่อมกันทั้งสี่แยกมีเหตุผลอะไรหรือเปล่า ถ้าจะทำเพิ่มก็ต้องมีการเบิกงบเพิ่มด้วย ต้องมีการก่อสร้างเพิ่ม ที่ไม่ยอมทำในตอนแรกมีเหตุผลอะไรปกปิดไว้หรือเปล่า,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3652,แท็กจอดขวางป้ายรถเมล์ทั้งยังเป็นรอยต่อถนนแยก จอดขวางทางมานานมาก,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3653,น้ำขังในทางระบายน้ำในซอยสุขุมวิท81 ประมาณ100เมตรจากปากซอย,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3655,"นำสิ่งของวางกีดขวาง ถนนสันจร รถต้องค่อยหลบ เกรว่าจะเกิดอันตราย
 พิกัด ถน แฮปปี้แลนด์ บางกะปิ ม.ฉัตรแก้ว ซปากซอย 6 ติดกับร้านค้า สงเสียงดัง ตลอดทั้งวัน..แจ้งเรื่องำปกับ กทม แล้วเค้าบอกว่าไม่อยู่ในพื้นที่ ดูแลของ กทม ฝากช่วยมาดูแล ให้เอา สิ่งของออกจากถนน ให้หน่อยครับ ถนนสาธระณะ ไม่ใช้ ที่ทำงานก่อสร้าง หน้าบ้านครับ ขอบคุณครับ",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3657,มีเสา มีก้อนสี่เหลี่ยม ป้ายอะไรก็ไม่รู้ตั้งเต็มไปหมด ตั้งอยู่ตรงหัวมุมสี่แยก เกะกะมาก ทำให้ทัศนียภาพไม่สวยงาม,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3658,ฟุตบาท ทรุด คนต้องเดินกับถนน บางครั้งร้านกับข้าว มาให้มอเตอร์ไซค์ ไรเดอร์ ไว้เป็นที่ทานข้าว บางวัน มอเตอร์ไซค์จอดแวะกินข้าวเยอะมาก,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3659,ทางตรงนี้คืออะไร ทำไมดูไม่เรียบร้อย เหมือนจงใจทำเอาไว้ให้รถมอเตอร์ไซด์ขับขึ้นมาบนฟุตบาทเลย แล้วไหนทางสำหรับคนพิการ คนชราที่ต้องใช้รถเข็น,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
3660,ไอ้ก้อน ๆ สี่เหลี่ยมนี้คืออะไร ใหญ่มาก ขวางทางเดิน ทำไมไม่ออกแบบให้มันดี ๆ ไม่เกะกะทางเดิน,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
3661,บางรอบ ตัวเลข pm ที่เครื่องฟอก ขึ้นไปถึง 400 ไม่สามารถอยู่ในบ้านได้เลยค่ะ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3662,ผอ.เขตหนองแขม(จพง.ท้องถิ่น) @แจ้งมิให้ประกอบกิจการแสดงมหรสพ ดนตรีฯ.จนกว่าได้รับอนุญาต ตามระเบียบ กทมฯ 2548 (นส.ลว.15 มิ.ย.65) แต่ร้านฯฝ่าฝืนมีดนตรีแสดงทุกวัน # ผอ.เขตฯออกคส.จพง.ท้องถิ่นฯแจ้งให้ระงับเหตุรำคาญ (นส.ลว.28 มิ.ย.65) แต่ร้านฝ่าฝืนคส.จพง.ทัองถิ่น จัดแสดงดนตรีมาตลอด และกลางคืนวันอังคารที่ 12ก.ค. 2565จะจัดมีการแสดงคอนเสริต ขอรบกวนช่วยสอบถามผอ.เขตหนองแขมว่า ได้สั่งการให้จนท.ผู้รับผิดชอบ ปฏิบัติหน้าที่ระงับเหตุรำคาญจากการแสดงดนตรีไว้ประการใด ทั้งและจะมีผลสัมฤทธิ์แค่ไหนเพียงไร.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3663,หน้าตลาดนัดสวนจตุจักรทุกเช้าวันอังคารช่วง8.00ขึ้นไปจนตลาดเปิดประตู รถจะติดเนื่ งจากเลนซ้ายจะเป็นเลนจอดรอเข้าคิวของรถส่งต้นไม้เพื่อรอเข้าสวนจตุจักรครับ บางทีก็อัตรายมากตรงหัวเลี้ยวเพราะมอไม่เห็น,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3665,ละแวกนี้ค่ะ แต่มีหลายหลุม พร้อมกับฝาท่อที่ชำรุดด้วยค่ะ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3666,ขยะบนฟุตบาธ แจ้งไป 2 ครั้ง ไม่ได้รับการแก้ไข ขอแจ้งซ้ำ,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3668,"ขอทางม้าลาย
 เดิมทีเคยมีทางม้าลาย แต่ยกเลิกไปเพราะมีสะพานลอย แต่ความเป็นจริงไม่มีคนข้ามสะพานลอยกับถนนแค่2 ช่อง สร้างความลำบากในการข้ามถนนแค่2 ช่อง กับทุกๆคนมากครับ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3669,แยกไฟฉายมีการก่อสร้าง สร้างมากนานหลายปี สร้างไม่เสร็จสักที,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3670,"อยากให้ทางเขตมาดูสายสื่อสาร ตรงตลาดฮ่องกง พลาซ่า สาทรค่ะ เกรงจะเกิดอันตราย อยากให้มาจัดระเบียบให้เรียบร้อย เพราะตรงนี้เป็นตลาดร้านค้าค่ะ
 
 ตลาดอยู่ในซอย นราธิวาส ราชนครินทร์ 5 ชื่อ ตลาดฮ่องกง",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3671,ถนนริมทางรถไฟช่องจราจรด้านซ้ายสุด ตรงกันข้ามกับวัดสนามในไม่สามารถ ใช้งานได้มาเป็นปีแล้วเนื่องจากปูนทรายตกหล่นและเป็นหลุมบ่อ ต้นไม้ขึ้นรก ปัจจุบันเต็มไปด้วยน้ำ รถที่ต้องวิ่งริมทางรถไฟลำบากมาก,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3672,สายไฟเยอะมาก อยู่ติดบ้านเรือนประชาชนอันตรายมาก เสาไฟ กล้องวงจรปิด สัญญาณไฟจราจรเอียงแข่งกับไมเคิล แจ็กสันแล้ว ควรติดกล้องวงจรปิดกับไฟเพิ่ม ถนนเส้นนี้เปลี่ยวมาก ควรให้ตำรวจมาปั่นจักรยานลาดตระเวนตอนกลางคืนบ่อย ๆ เหมือนประเทศญี่ปุ่น เพราะตอนกลางคืนเปลี่ยวมาก ขยันทำงานบริการประชาชนหน่อยนะคุณตำรวจ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
